PARCELNO,VDC,WARDNO,GRIDS1,Sheet_No,UID,Class,VDC_Name
642,34,1,10000000,M1,M0642010000000,Residential Zone,Majhaura
643,34,1,10000000,M1,M1643010000000,Residential Zone,Majhaura
4,34,1,10000000,M1,M24010000000,Agricultural Zone,Majhaura
376,34,1,10000000,M1,M3376010000000,PublicUse Zone,Majhaura
572,34,1,10000000,M1,M4572010000000,Agricultural Zone,Majhaura
573,34,1,10000000,M1,M5573010000000,Agricultural Zone,Majhaura
574,34,1,10000000,M1,M6574010000000,Agricultural Zone,Majhaura
8,34,1,10000000,M1,M78010000000,Residential Zone,Majhaura
571,34,1,10000000,M1,M8571010000000,Residential Zone,Majhaura
570,34,1,10000000,M1,M9570010000000,Residential Zone,Majhaura
569,34,1,10000000,M1,M10569010000000,Residential Zone,Majhaura
645,34,1,10000000,M1,M11645010000000,Residential Zone,Majhaura
644,34,1,10000000,M1,M12644010000000,Residential Zone,Majhaura
10,34,1,10000000,M1,M1310010000000,Residential Zone,Majhaura
11,34,1,10000000,M1,M1411010000000,Residential Zone,Majhaura
9,34,1,10000000,M1,M159010000000,Residential Zone,Majhaura
449,34,1,10000000,M1,M16449010000000,Residential Zone,Majhaura
450,34,1,10000000,M1,M17450010000000,Residential Zone,Majhaura
451,34,1,10000000,M1,M18451010000000,Residential Zone,Majhaura
716,34,1,10000000,M1,M19716010000000,Residential Zone,Majhaura
715,34,1,10000000,M1,M20715010000000,Residential Zone,Majhaura
417,34,1,10000000,M1,M21417010000000,Residential Zone,Majhaura
402,34,1,10000000,M1,M22402010000000,Residential Zone,Majhaura
396,34,1,10000000,M1,M23396010000000,Agricultural Zone,Majhaura
403,34,1,10000000,M1,M24403010000000,Residential Zone,Majhaura
492,34,1,10000000,M1,M25492010000000,Residential Zone,Majhaura
20,34,1,10000000,M1,M2620010000000,Agricultural Zone,Majhaura
19,34,1,10000000,M1,M2719010000000,Agricultural Zone,Majhaura
683,34,1,10000000,M1,M28683010000000,Agricultural Zone,Majhaura
22,34,1,10000000,M1,M2922010000000,Agricultural Zone,Majhaura
21,34,1,10000000,M1,M3021010000000,Agricultural Zone,Majhaura
397,34,1,10000000,M1,M31397010000000,Agricultural Zone,Majhaura
838,34,1,10000000,M1,M32838010000000,Agricultural Zone,Majhaura
810,34,1,10000000,M1,M33810010000000,Agricultural Zone,Majhaura
7,34,1,10000000,M1,M347010000000,Residential Zone,Majhaura
811,34,1,10000000,M1,M35811010000000,Agricultural Zone,Majhaura
839,34,1,10000000,M1,M36839010000000,Agricultural Zone,Majhaura
677,34,1,10000000,M1,M37677010000000,Agricultural Zone,Majhaura
678,34,1,10000000,M1,M38678010000000,Agricultural Zone,Majhaura
684,34,1,10000000,M1,M39684010000000,Agricultural Zone,Majhaura
679,34,1,10000000,M1,M40679010000000,Agricultural Zone,Majhaura
580,34,1,10000000,M1,M41580010000000,Agricultural Zone,Majhaura
579,34,1,10000000,M1,M42579010000000,Agricultural Zone,Majhaura
578,34,1,10000000,M1,M43578010000000,Agricultural Zone,Majhaura
685,34,1,10000000,M1,M44685010000000,Agricultural Zone,Majhaura
708,34,1,10000000,M1,M45708010000000,Agricultural Zone,Majhaura
30,34,1,10000000,M1,M4630010000000,Agricultural Zone,Majhaura
32,34,1,10000000,M1,M4732010000000,Agricultural Zone,Majhaura
33,34,1,10000000,M1,M4833010000000,Agricultural Zone,Majhaura
28,34,1,10000000,M1,M4928010000000,Agricultural Zone,Majhaura
577,34,1,10000000,M1,M50577010000000,Agricultural Zone,Majhaura
576,34,1,10000000,M1,M51576010000000,Agricultural Zone,Majhaura
575,34,1,10000000,M1,M52575010000000,Agricultural Zone,Majhaura
665,34,1,10000000,M1,M53665010000000,Agricultural Zone,Majhaura
664,34,1,10000000,M1,M54664010000000,Agricultural Zone,Majhaura
707,34,1,10000000,M1,M55707010000000,Agricultural Zone,Majhaura
663,34,1,10000000,M1,M56663010000000,Agricultural Zone,Majhaura
23,34,1,10000000,M1,M5723010000000,Agricultural Zone,Majhaura
26,34,1,10000000,M1,M5826010000000,Agricultural Zone,Majhaura
795,34,1,10000000,M1,M59795010000000,Agricultural Zone,Majhaura
796,34,1,10000000,M1,M60796010000000,Agricultural Zone,Majhaura
34,34,1,10000000,M1,M6134010000000,Agricultural Zone,Majhaura
35,34,1,10000000,M1,M6235010000000,Agricultural Zone,Majhaura
36,34,1,10000000,M1,M6336010000000,Agricultural Zone,Majhaura
494,34,1,10000000,M1,M64494010000000,Agricultural Zone,Majhaura
495,34,1,10000000,M1,M65495010000000,Agricultural Zone,Majhaura
791,34,1,10000000,M1,M66791010000000,Agricultural Zone,Majhaura
790,34,1,10000000,M1,M67790010000000,Agricultural Zone,Majhaura
392,34,1,10000000,M1,M68392010000000,Agricultural Zone,Majhaura
406,34,1,10000000,M1,M69406010000000,Agricultural Zone,Majhaura
41,34,1,10000000,M1,M7041010000000,PublicUse Zone,Majhaura
16,34,1,10000000,M1,M7116010000000,Residential Zone,Majhaura
15,34,1,10000000,M1,M7215010000000,Residential Zone,Majhaura
405,34,1,10000000,M1,M73405010000000,Agricultural Zone,Majhaura
837,34,1,10000000,M1,M74837010000000,Residential Zone,Majhaura
996,34,1,10000000,M1,M75996010000000,Agricultural Zone,Majhaura
997,34,1,10000000,M1,M76997010000000,Residential Zone,Majhaura
493,34,1,10000000,M1,M77493010000000,Residential Zone,Majhaura
221,34,1,10000000,M1,M78221010000000,Agricultural Zone,Majhaura
222,34,1,10000000,M1,M79222010000000,Agricultural Zone,Majhaura
220,34,1,10000000,M1,M80220010000000,Residential Zone,Majhaura
223,34,1,10000000,M1,M81223010000000,Residential Zone,Majhaura
318,34,1,10000000,M1,M82318010000000,PublicUse Zone,Majhaura
258,34,1,10000000,M1,M83258010000000,Residential Zone,Majhaura
566,34,1,10000000,M1,M84566010000000,Residential Zone,Majhaura
565,34,1,10000000,M1,M85565010000000,Residential Zone,Majhaura
256,34,1,10000000,M1,M86256010000000,Residential Zone,Majhaura
588,34,1,10000000,M1,M87588010000000,Residential Zone,Majhaura
558,34,1,10000000,M1,M88558010000000,Residential Zone,Majhaura
559,34,1,10000000,M1,M89559010000000,Residential Zone,Majhaura
545,34,1,10000000,M1,M90545010000000,Residential Zone,Majhaura
253,34,1,10000000,M1,M91253010000000,Residential Zone,Majhaura
246,34,1,10000000,M1,M92246010000000,Residential Zone,Majhaura
630,34,1,10000000,M1,M93630010000000,Residential Zone,Majhaura
629,34,1,10000000,M1,M94629010000000,Agricultural Zone,Majhaura
247,34,1,10000000,M1,M95247010000000,Agricultural Zone,Majhaura
252,34,1,10000000,M1,M96252010000000,Agricultural Zone,Majhaura
264,34,1,10000000,M1,M97264010000000,Agricultural Zone,Majhaura
265,34,1,10000000,M1,M98265010000000,Agricultural Zone,Majhaura
475,34,1,10000000,M1,M99475010000000,Agricultural Zone,Majhaura
476,34,1,10000000,M1,M100476010000000,Agricultural Zone,Majhaura
779,34,1,10000000,M1,M101779010000000,Agricultural Zone,Majhaura
778,34,1,10000000,M1,M102778010000000,Agricultural Zone,Majhaura
777,34,1,10000000,M1,M103777010000000,Agricultural Zone,Majhaura
248,34,1,10000000,M1,M104248010000000,Agricultural Zone,Majhaura
242,34,1,10000000,M1,M105242010000000,Agricultural Zone,Majhaura
631,34,1,10000000,M1,M106631010000000,Residential Zone,Majhaura
628,34,1,10000000,M1,M107628010000000,Residential Zone,Majhaura
560,34,1,10000000,M1,M108560010000000,Residential Zone,Majhaura
561,34,1,10000000,M1,M109561010000000,Residential Zone,Majhaura
547,34,1,10000000,M1,M110547010000000,Residential Zone,Majhaura
703,34,1,10000000,M1,M111703010000000,Residential Zone,Majhaura
240,34,1,10000000,M1,M112240010000000,Agricultural Zone,Majhaura
702,34,1,10000000,M1,M113702010000000,Agricultural Zone,Majhaura
701,34,1,10000000,M1,M114701010000000,Agricultural Zone,Majhaura
601,34,1,10000000,M1,M115601010000000,Agricultural Zone,Majhaura
602,34,1,10000000,M1,M116602010000000,Agricultural Zone,Majhaura
270,34,1,10000000,M1,M117270010000000,Agricultural Zone,Majhaura
249,34,1,10000000,M1,M118249010000000,Agricultural Zone,Majhaura
473,34,1,10000000,M1,M119473010000000,Agricultural Zone,Majhaura
474,34,1,10000000,M1,M120474010000000,Agricultural Zone,Majhaura
267,34,1,10000000,M1,M121267010000000,Residential Zone,Majhaura
262,34,1,10000000,M1,M122262010000000,Agricultural Zone,Majhaura
260,34,1,10000000,M1,M123260010000000,Agricultural Zone,Majhaura
259,34,1,10000000,M1,M124259010000000,Residential Zone,Majhaura
534,34,1,10000000,M1,M125534010000000,Residential Zone,Majhaura
533,34,1,10000000,M1,M126533010000000,Residential Zone,Majhaura
532,34,1,10000000,M1,M127532010000000,Residential Zone,Majhaura
535,34,1,10000000,M1,M128535010000000,Residential Zone,Majhaura
266,34,1,10000000,M1,M129266010000000,Residential Zone,Majhaura
551,34,1,10000000,M1,M130551010000000,Residential Zone,Majhaura
549,34,1,10000000,M1,M131549010000000,Residential Zone,Majhaura
550,34,1,10000000,M1,M132550010000000,Residential Zone,Majhaura
604,34,1,10000000,M1,M133604010000000,Residential Zone,Majhaura
603,34,1,10000000,M1,M134603010000000,Agricultural Zone,Majhaura
234,34,1,10000000,M1,M135234010000000,Agricultural Zone,Majhaura
235,34,1,10000000,M1,M136235010000000,Agricultural Zone,Majhaura
552,34,1,10000000,M1,M137552010000000,Residential Zone,Majhaura
238,34,1,10000000,M1,M138238010000000,Residential Zone,Majhaura
553,34,1,10000000,M1,M139553010000000,Residential Zone,Majhaura
237,34,1,10000000,M1,M140237010000000,Residential Zone,Majhaura
600,34,1,10000000,M1,M141600010000000,Residential Zone,Majhaura
233,34,1,10000000,M1,M142233010000000,Agricultural Zone,Majhaura
273,34,1,10000000,M1,M143273010000000,Residential Zone,Majhaura
714,34,1,10000000,M1,M144714010000000,Residential Zone,Majhaura
713,34,1,10000000,M1,M145713010000000,Residential Zone,Majhaura
275,34,1,10000000,M1,M146275010000000,Residential Zone,Majhaura
625,34,1,10000000,M1,M147625010000000,Residential Zone,Majhaura
448,34,1,10000000,M1,M148448010000000,Residential Zone,Majhaura
227,34,1,10000000,M1,M149227010000000,Residential Zone,Majhaura
228,34,1,10000000,M1,M150228010000000,Residential Zone,Majhaura
447,34,1,10000000,M1,M151447010000000,Residential Zone,Majhaura
700,34,1,10000000,M1,M152700010000000,Residential Zone,Majhaura
780,34,1,10000000,M1,M153780010000000,Residential Zone,Majhaura
598,34,1,10000000,M1,M154598010000000,Agricultural Zone,Majhaura
597,34,1,10000000,M1,M155597010000000,Agricultural Zone,Majhaura
599,34,1,10000000,M1,M156599010000000,Residential Zone,Majhaura
792,34,1,10000000,M1,M157792010000000,Residential Zone,Majhaura
793,34,1,10000000,M1,M158793010000000,Residential Zone,Majhaura
794,34,1,10000000,M1,M159794010000000,Residential Zone,Majhaura
782,34,1,10000000,M1,M160782010000000,Residential Zone,Majhaura
781,34,1,10000000,M1,M161781010000000,Residential Zone,Majhaura
699,34,1,10000000,M1,M162699010000000,Residential Zone,Majhaura
224,34,1,10000000,M1,M163224010000000,Residential Zone,Majhaura
217,34,1,10000000,M1,M164217010000000,Residential Zone,Majhaura
218,34,1,10000000,M1,M165218010000000,Residential Zone,Majhaura
219,34,1,10000000,M1,M166219010000000,Residential Zone,Majhaura
903,34,1,10000000,M1,M167903010000000,Agricultural Zone,Majhaura
992,34,1,10000000,M1,M168992010000000,Residential Zone,Majhaura
995,34,1,10000000,M1,M169995010000000,Agricultural Zone,Majhaura
994,34,1,10000000,M1,M170994010000000,Agricultural Zone,Majhaura
859,34,1,10000000,M1,M171859010000000,Agricultural Zone,Majhaura
873,34,1,10000000,M1,M172873010000000,Residential Zone,Majhaura
756,34,1,10000000,M1,M173756010000000,Agricultural Zone,Majhaura
755,34,1,10000000,M1,M174755010000000,Agricultural Zone,Majhaura
144,34,1,10000000,M1,M175144010000000,Agricultural Zone,Majhaura
141,34,1,10000000,M1,M176141010000000,Agricultural Zone,Majhaura
142,34,1,10000000,M1,M177142010000000,Agricultural Zone,Majhaura
754,34,1,10000000,M1,M178754010000000,Agricultural Zone,Majhaura
753,34,1,10000000,M1,M179753010000000,Agricultural Zone,Majhaura
147,34,1,10000000,M1,M180147010000000,Agricultural Zone,Majhaura
776,34,1,10000000,M1,M181776010000000,Agricultural Zone,Majhaura
616,34,1,10000000,M1,M182616010000000,Agricultural Zone,Majhaura
148,34,1,10000000,M1,M183148010000000,Agricultural Zone,Majhaura
504,34,1,10000000,M1,M184504010000000,Agricultural Zone,Majhaura
505,34,1,10000000,M1,M185505010000000,Agricultural Zone,Majhaura
615,34,1,10000000,M1,M186615010000000,Agricultural Zone,Majhaura
775,34,1,10000000,M1,M187775010000000,Agricultural Zone,Majhaura
151,34,1,10000000,M1,M188151010000000,Agricultural Zone,Majhaura
389,34,1,10000000,M1,M189389010000000,Agricultural Zone,Majhaura
160,34,1,10000000,M1,M190160010000000,Agricultural Zone,Majhaura
159,34,1,10000000,M1,M191159010000000,Agricultural Zone,Majhaura
388,34,1,10000000,M1,M192388010000000,Agricultural Zone,Majhaura
158,34,1,10000000,M1,M193158010000000,Agricultural Zone,Majhaura
157,34,1,10000000,M1,M194157010000000,Agricultural Zone,Majhaura
512,34,1,10000000,M1,M195512010000000,Agricultural Zone,Majhaura
513,34,1,10000000,M1,M196513010000000,Agricultural Zone,Majhaura
514,34,1,10000000,M1,M197514010000000,Agricultural Zone,Majhaura
515,34,1,10000000,M1,M198515010000000,Agricultural Zone,Majhaura
516,34,1,10000000,M1,M199516010000000,Agricultural Zone,Majhaura
500519,34,1,10000000,M1,M200500519010000000,Agricultural Zone,Majhaura
517,34,1,10000000,M1,M201517010000000,Agricultural Zone,Majhaura
518,34,1,10000000,M1,M202518010000000,Agricultural Zone,Majhaura
155,34,1,10000000,M1,M203155010000000,Agricultural Zone,Majhaura
511,34,1,10000000,M1,M204511010000000,Agricultural Zone,Majhaura
510,34,1,10000000,M1,M205510010000000,Agricultural Zone,Majhaura
508,34,1,10000000,M1,M206508010000000,Agricultural Zone,Majhaura
509,34,1,10000000,M1,M207509010000000,Agricultural Zone,Majhaura
506,34,1,10000000,M1,M208506010000000,Agricultural Zone,Majhaura
507,34,1,10000000,M1,M209507010000000,Agricultural Zone,Majhaura
66,34,1,10000000,M1,M21066010000000,Residential Zone,Majhaura
900,34,1,10000000,M1,M211900010000000,Residential Zone,Majhaura
68,34,1,10000000,M1,M21268010000000,Residential Zone,Majhaura
585,34,1,10000000,M1,M213585010000000,Residential Zone,Majhaura
584,34,1,10000000,M1,M214584010000000,Residential Zone,Majhaura
724,34,1,10000000,M1,M215724010000000,Residential Zone,Majhaura
725,34,1,10000000,M1,M216725010000000,Residential Zone,Majhaura
65,34,1,10000000,M1,M21765010000000,Residential Zone,Majhaura
711,34,1,10000000,M1,M218711010000000,Residential Zone,Majhaura
63,34,1,10000000,M1,M21963010000000,Residential Zone,Majhaura
712,34,1,10000000,M1,M220712010000000,Residential Zone,Majhaura
62,34,1,10000000,M1,M22162010000000,Residential Zone,Majhaura
61,34,1,10000000,M1,M22261010000000,Residential Zone,Majhaura
60,34,1,10000000,M1,M22360010000000,Residential Zone,Majhaura
583,34,1,10000000,M1,M224583010000000,Residential Zone,Majhaura
582,34,1,10000000,M1,M225582010000000,Residential Zone,Majhaura
581,34,1,10000000,M1,M226581010000000,Residential Zone,Majhaura
51,34,1,10000000,M1,M22751010000000,Residential Zone,Majhaura
50,34,1,10000000,M1,M22850010000000,Residential Zone,Majhaura
650,34,1,10000000,M1,M229650010000000,Residential Zone,Majhaura
651,34,1,10000000,M1,M230651010000000,Residential Zone,Majhaura
53,34,1,10000000,M1,M23153010000000,PublicUse Zone,Majhaura
670,34,1,10000000,M1,M232670010000000,Residential Zone,Majhaura
682,34,1,10000000,M1,M233682010000000,Residential Zone,Majhaura
681,34,1,10000000,M1,M234681010000000,Agricultural Zone,Majhaura
735,34,1,10000000,M1,M235735010000000,Residential Zone,Majhaura
737,34,1,10000000,M1,M236737010000000,Residential Zone,Majhaura
1005,34,1,10000000,M1,M2371005010000000,Residential Zone,Majhaura
1004,34,1,10000000,M1,M2381004010000000,Residential Zone,Majhaura
1008,34,1,10000000,M1,M2391008010000000,Residential Zone,Majhaura
1009,34,1,10000000,M1,M2401009010000000,Residential Zone,Majhaura
971,34,1,10000000,M1,M241971010000000,Agricultural Zone,Majhaura
972,34,1,10000000,M1,M242972010000000,Agricultural Zone,Majhaura
973,34,1,10000000,M1,M243973010000000,Agricultural Zone,Majhaura
981,34,1,10000000,M1,M244981010000000,Residential Zone,Majhaura
982,34,1,10000000,M1,M245982010000000,Residential Zone,Majhaura
986,34,1,10000000,M1,M246986010000000,Residential Zone,Majhaura
985,34,1,10000000,M1,M247985010000000,Residential Zone,Majhaura
977,34,1,10000000,M1,M248977010000000,Residential Zone,Majhaura
901,34,1,10000000,M1,M249901010000000,Residential Zone,Majhaura
902,34,1,10000000,M1,M250902010000000,Agricultural Zone,Majhaura
1007,34,1,10000000,M1,M2511007010000000,Residential Zone,Majhaura
993,34,1,10000000,M1,M252993010000000,Agricultural Zone,Majhaura
736,34,1,10000000,M1,M253736010000000,Residential Zone,Majhaura
738,34,1,10000000,M1,M254738010000000,Agricultural Zone,Majhaura
686,34,1,10000000,M1,M255686010000000,Residential Zone,Majhaura
48,34,1,10000000,M1,M25648010000000,Residential Zone,Majhaura
687,34,1,10000000,M1,M257687010000000,Residential Zone,Majhaura
46,34,1,10000000,M1,M25846010000000,Agricultural Zone,Majhaura
662,34,1,10000000,M1,M259662010000000,Agricultural Zone,Majhaura
661,34,1,10000000,M1,M260661010000000,Residential Zone,Majhaura
660,34,1,10000000,M1,M261660010000000,Residential Zone,Majhaura
680,34,1,10000000,M1,M262680010000000,Residential Zone,Majhaura
690,34,1,10000000,M1,M263690010000000,Residential Zone,Majhaura
689,34,1,10000000,M1,M264689010000000,Residential Zone,Majhaura
688,34,1,10000000,M1,M265688010000000,Residential Zone,Majhaura
432,34,1,10000000,M1,M266432010000000,Residential Zone,Majhaura
433,34,1,10000000,M1,M267433010000000,Residential Zone,Majhaura
431,34,1,10000000,M1,M268431010000000,Residential Zone,Majhaura
436,34,1,10000000,M1,M269436010000000,Residential Zone,Majhaura
435,34,1,10000000,M1,M270435010000000,Residential Zone,Majhaura
434,34,1,10000000,M1,M271434010000000,Residential Zone,Majhaura
410,34,1,10000000,M1,M272410010000000,Residential Zone,Majhaura
185,34,1,10000000,M1,M273185010000000,PublicUse Zone,Majhaura
383,34,1,10000000,M1,M274383010000000,Agricultural Zone,Majhaura
384,34,1,10000000,M1,M275384010000000,Residential Zone,Majhaura
191,34,1,10000000,M1,M276191010000000,Agricultural Zone,Majhaura
722,34,1,10000000,M1,M277722010000000,Agricultural Zone,Majhaura
723,34,1,10000000,M1,M278723010000000,Agricultural Zone,Majhaura
192,34,1,10000000,M1,M279192010000000,Residential Zone,Majhaura
193,34,1,10000000,M1,M280193010000000,Residential Zone,Majhaura
194,34,1,10000000,M1,M281194010000000,Residential Zone,Majhaura
196,34,1,10000000,M1,M282196010000000,Residential Zone,Majhaura
195,34,1,10000000,M1,M283195010000000,Residential Zone,Majhaura
198,34,1,10000000,M1,M284198010000000,Residential Zone,Majhaura
197,34,1,10000000,M1,M285197010000000,Residential Zone,Majhaura
669,34,1,10000000,M1,M286669010000000,Residential Zone,Majhaura
843,34,1,10000000,M1,M287843010000000,Residential Zone,Majhaura
763,34,1,10000000,M1,M288763010000000,Agricultural Zone,Majhaura
769,34,1,10000000,M1,M289769010000000,Agricultural Zone,Majhaura
852,34,1,10000000,M1,M290852010000000,Agricultural Zone,Majhaura
853,34,1,10000000,M1,M291853010000000,Agricultural Zone,Majhaura
757,34,1,10000000,M1,M292757010000000,Agricultural Zone,Majhaura
733,34,1,10000000,M1,M293733010000000,Agricultural Zone,Majhaura
299,34,1,10000000,M1,M294299010000000,Agricultural Zone,Majhaura
842,34,1,10000000,M1,M295842010000000,Agricultural Zone,Majhaura
812,34,1,10000000,M1,M296812010000000,Agricultural Zone,Majhaura
814,34,1,10000000,M1,M297814010000000,Agricultural Zone,Majhaura
819,34,1,10000000,M1,M298819010000000,Agricultural Zone,Majhaura
340,34,1,10000000,M1,M299340010000000,Agricultural Zone,Majhaura
820,34,1,10000000,M1,M300820010000000,Agricultural Zone,Majhaura
326,34,1,10000000,M1,M301326010000000,Residential Zone,Majhaura
327,34,1,10000000,M1,M302327010000000,Residential Zone,Majhaura
325,34,1,10000000,M1,M303325010000000,Residential Zone,Majhaura
323,34,1,10000000,M1,M304323010000000,Residential Zone,Majhaura
840,34,1,10000000,M1,M305840010000000,Agricultural Zone,Majhaura
841,34,1,10000000,M1,M306841010000000,Agricultural Zone,Majhaura
913,34,1,10000000,M1,M307913010000000,Agricultural Zone,Majhaura
888,34,1,10000000,M1,M308888010000000,Agricultural Zone,Majhaura
302,34,1,10000000,M1,M309302010000000,Agricultural Zone,Majhaura
322,34,1,10000000,M1,M310322010000000,Residential Zone,Majhaura
316,34,1,10000000,M1,M311316010000000,Residential Zone,Majhaura
480,34,1,10000000,M1,M312480010000000,Residential Zone,Majhaura
315,34,1,10000000,M1,M313315010000000,Residential Zone,Majhaura
314,34,1,10000000,M1,M314314010000000,Residential Zone,Majhaura
831,34,1,10000000,M1,M315831010000000,Residential Zone,Majhaura
834,34,1,10000000,M1,M316834010000000,Residential Zone,Majhaura
832,34,1,10000000,M1,M317832010000000,Residential Zone,Majhaura
835,34,1,10000000,M1,M318835010000000,Residential Zone,Majhaura
833,34,1,10000000,M1,M319833010000000,Residential Zone,Majhaura
836,34,1,10000000,M1,M320836010000000,Residential Zone,Majhaura
313,34,1,10000000,M1,M321313010000000,Residential Zone,Majhaura
823,34,1,10000000,M1,M322823010000000,Residential Zone,Majhaura
822,34,1,10000000,M1,M323822010000000,Residential Zone,Majhaura
821,34,1,10000000,M1,M324821010000000,Residential Zone,Majhaura
954,34,1,10000000,M1,M325954010000000,Residential Zone,Majhaura
311,34,1,10000000,M1,M326311010000000,Residential Zone,Majhaura
305,34,1,10000000,M1,M327305010000000,Residential Zone,Majhaura
874,34,1,10000000,M1,M328874010000000,Residential Zone,Majhaura
307,34,1,10000000,M1,M329307010000000,Residential Zone,Majhaura
377,34,1,10000000,M1,M330377010000000,Residential Zone,Majhaura
610,34,1,10000000,M1,M331610010000000,Residential Zone,Majhaura
501,34,1,10000000,M1,M332501010000000,Residential Zone,Majhaura
609,34,1,10000000,M1,M333609010000000,Residential Zone,Majhaura
789,34,1,10000000,M1,M334789010000000,Residential Zone,Majhaura
788,34,1,10000000,M1,M335788010000000,Residential Zone,Majhaura
787,34,1,10000000,M1,M336787010000000,Residential Zone,Majhaura
293,34,1,10000000,M1,M337293010000000,Residential Zone,Majhaura
290,34,1,10000000,M1,M338290010000000,Residential Zone,Majhaura
292,34,1,10000000,M1,M339292010000000,Residential Zone,Majhaura
291,34,1,10000000,M1,M340291010000000,Residential Zone,Majhaura
296,34,1,10000000,M1,M341296010000000,Residential Zone,Majhaura
799,34,1,10000000,M1,M342799010000000,Residential Zone,Majhaura
800,34,1,10000000,M1,M343800010000000,Residential Zone,Majhaura
801,34,1,10000000,M1,M344801010000000,Residential Zone,Majhaura
304,34,1,10000000,M1,M345304010000000,Residential Zone,Majhaura
295,34,1,10000000,M1,M346295010000000,Residential Zone,Majhaura
289,34,1,10000000,M1,M347289010000000,Residential Zone,Majhaura
286,34,1,10000000,M1,M348286010000000,Residential Zone,Majhaura
285,34,1,10000000,M1,M349285010000000,Residential Zone,Majhaura
784,34,1,10000000,M1,M350784010000000,Residential Zone,Majhaura
785,34,1,10000000,M1,M351785010000000,Residential Zone,Majhaura
786,34,1,10000000,M1,M352786010000000,Residential Zone,Majhaura
783,34,1,10000000,M1,M353783010000000,Residential Zone,Majhaura
655,34,1,10000000,M1,M354655010000000,Residential Zone,Majhaura
605,34,1,10000000,M1,M355605010000000,Residential Zone,Majhaura
606,34,1,10000000,M1,M356606010000000,Residential Zone,Majhaura
567,34,1,10000000,M1,M357567010000000,Residential Zone,Majhaura
279,34,1,10000000,M1,M358279010000000,Residential Zone,Majhaura
654,34,1,10000000,M1,M359654010000000,Residential Zone,Majhaura
216,34,1,10000000,M1,M360216010000000,Residential Zone,Majhaura
653,34,1,10000000,M1,M361653010000000,Residential Zone,Majhaura
652,34,1,10000000,M1,M362652010000000,Residential Zone,Majhaura
914,34,1,10000000,M1,M363914010000000,Agricultural Zone,Majhaura
889,34,1,10000000,M1,M364889010000000,Agricultural Zone,Majhaura
282,34,1,10000000,M1,M365282010000000,Residential Zone,Majhaura
283,34,1,10000000,M1,M366283010000000,Residential Zone,Majhaura
294,34,1,10000000,M1,M367294010000000,Residential Zone,Majhaura
209,34,1,10000000,M1,M368209010000000,PublicUse Zone,Majhaura
693,34,1,10000000,M1,M369693010000000,Agricultural Zone,Majhaura
694,34,1,10000000,M1,M370694010000000,Agricultural Zone,Majhaura
695,34,1,10000000,M1,M371695010000000,Residential Zone,Majhaura
211,34,1,10000000,M1,M372211010000000,Residential Zone,Majhaura
206,34,1,10000000,M1,M373206010000000,Agricultural Zone,Majhaura
204,34,1,10000000,M1,M374204010000000,Agricultural Zone,Majhaura
207,34,1,10000000,M1,M375207010000000,Residential Zone,Majhaura
205,34,1,10000000,M1,M376205010000000,Agricultural Zone,Majhaura
696,34,1,10000000,M1,M377696010000000,Residential Zone,Majhaura
212,34,1,10000000,M1,M378212010000000,Residential Zone,Majhaura
698,34,1,10000000,M1,M379698010000000,Residential Zone,Majhaura
430,34,1,10000000,M1,M380430010000000,Residential Zone,Majhaura
429,34,1,10000000,M1,M381429010000000,Residential Zone,Majhaura
428,34,1,10000000,M1,M382428010000000,Residential Zone,Majhaura
215,34,1,10000000,M1,M383215010000000,Residential Zone,Majhaura
277,34,1,10000000,M1,M384277010000000,Residential Zone,Majhaura
288,34,1,10000000,M1,M385288010000000,Residential Zone,Majhaura
408,34,1,10000000,M1,M386408010000000,Residential Zone,Majhaura
407,34,1,10000000,M1,M387407010000000,Residential Zone,Majhaura
199,34,1,10000000,M1,M388199010000000,Agricultural Zone,Majhaura
203,34,1,10000000,M1,M389203010000000,Agricultural Zone,Majhaura
201,34,1,10000000,M1,M390201010000000,Agricultural Zone,Majhaura
200,34,1,10000000,M1,M391200010000000,Agricultural Zone,Majhaura
44,34,1,10000000,M1,M39244010000000,Agricultural Zone,Majhaura
43,34,1,10000000,M1,M39343010000000,Residential Zone,Majhaura
202,34,1,10000000,M1,M394202010000000,PublicUse Zone,Majhaura
719,34,1,10000000,M1,M395719010000000,Residential Zone,Majhaura
718,34,1,10000000,M1,M396718010000000,Residential Zone,Majhaura
717,34,1,10000000,M1,M397717010000000,Residential Zone,Majhaura
42,34,1,10000000,M1,M39842010000000,PublicUse Zone,Majhaura
321,34,1,10000000,M1,M399321010000000,Residential Zone,Majhaura
320,34,1,10000000,M1,M400320010000000,Residential Zone,Majhaura
319,34,1,10000000,M1,M401319010000000,Residential Zone,Majhaura
324,34,1,10000000,M1,M402324010000000,Residential Zone,Majhaura
554,34,1,10000000,M1,M403554010000000,Residential Zone,Majhaura
525,34,1,10000000,M1,M404525010000000,Residential Zone,Majhaura
188,34,1,10000000,M1,M405188010000000,PublicUse Zone,Majhaura
189,34,1,10000000,M1,M406189010000000,Residential Zone,Majhaura
564,34,1,10000000,M1,M407564010000000,Residential Zone,Majhaura
563,34,1,10000000,M1,M408563010000000,Residential Zone,Majhaura
562,34,1,10000000,M1,M409562010000000,Residential Zone,Majhaura
411,34,1,10000000,M1,M410411010000000,Residential Zone,Majhaura
673,34,1,10000000,M1,M411673010000000,Residential Zone,Majhaura
